Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,Result,Total Goals
1986,1986-06-11 12:00:00,Group Stage,Estadio Azteca,Mexico City ,Iraq,0,1,Mexico, ,103763,0,0,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),AGNOLIN Luigi (ITA),308,627,IRQ,MEX,Away Win,1
1986,1986-06-11 16:00:00,Group Stage,Tres de Marzo,Guadalajara ,Portugal,1,3,Morocco, ,28000,0,2,SNODDY Alan (NIR),BUTENKO Valeri (RUS),ROTH Volker (GER),308,675,POR,MAR,Away Win,4
1986,1986-06-11 16:00:00,Group Stage,Tecnologico,Monterrey ,England,3,0,Poland, ,22700,3,0,DAINA Andre (SUI),BRUMMEIER Horst (AUT),CHRISTOV Vojtech (TCH),308,537,ENG,POL,Home Win,3
1986,1986-06-12 12:00:00,Group Stage,Jalisco,Guadalajara ,Northern Ireland,0,3,Brazil, ,51000,0,2,KIRSCHEN Siegfried (GER),TRAORE Idrissa (MLI),COURTNEY George (ENG),308,441,NIR,BRA,Away Win,3
1986,1986-06-12 12:00:00,Group Stage,Tecnologico,Monterrey ,Algeria,0,3,Spain, ,23980,0,1,TAKADA Shizuo (JPN),PICON-ACKONG Edwin (MRI),ESPOSITO Carlos (ARG),308,378,ALG,ESP,Away Win,3
1986,1986-06-13 12:00:00,Group Stage,Neza,Nezahualcoyotl ,Scotland,0,0,Uruguay, ,20000,0,0,QUINIOU Joel (FRA),DIAZ PALACIO Jesus (COL),BENNACEUR Ali (TUN),308,712,SCO,URU,Draw,0
1986,1986-06-13 12:00:00,Group Stage,Estadio Corregidora,Queretaro ,Denmark,2,0,Germany, ,36000,1,0,PONNET Alexis (BEL),BAMBRIDGE Christopher (AUS),FREDRIKSSON Erik (SWE),308,512,DEN,FRG,Home Win,2
1986,1986-06-15 12:00:00,Round of 16,Estadio Azteca,Mexico City ,Mexico,2,0,Bulgaria, ,114580,1,0,ARPPI FILHO Romualdo (BRA),MENDEZ MOLINA Romulo (GUA),IGNA Ioan (ROU),309,463,MEX,BUL,Home Win,2
1986,1986-06-15 16:00:00,Round of 16,Nou Camp - Estadio Le�n,Leon ,Soviet Union,3,4,Belgium,Belgium win after extra time ,32277,0,0,FREDRIKSSON Erik (SWE),SANCHEZ ARMINIO Victoriano (ESP),SOCHA David (USA),309,432,URS,BEL,Away Win,7
1986,1986-06-16 12:00:00,Round of 16,Jalisco,Guadalajara ,Brazil,4,0,Poland, ,45000,1,0,ROTH Volker (GER),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),309,444,BRA,POL,Home Win,4
1986,1986-06-16 16:00:00,Round of 16,Cuauhtemoc,Puebla ,Argentina,1,0,Uruguay, ,26000,1,0,AGNOLIN Luigi (ITA),COURTNEY George (ENG),SILVA VALENTE Carlos Alberto (POR),309,398,ARG,URU,Home Win,1
1986,1986-06-17 12:00:00,Round of 16,Estadio Ol�mpico Universitario,Mexico City ,Italy,0,2,France, ,70000,0,1,ESPOSITO Carlos (ARG),MARTINEZ BAZAN Jose Luis (URU),DIAZ PALACIO Jesus (COL),309,568,ITA,FRA,Away Win,2
1986,1986-06-17 16:00:00,Round of 16,Estadio Universitario,Monterrey ,Morocco,0,1,Germany, ,19800,0,0,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),BRUMMEIER Horst (AUT),309,574,MAR,FRG,Away Win,1
1986,1986-06-18 12:00:00,Round of 16,Estadio Azteca,Mexico City ,England,3,0,Paraguay, ,98728,1,0,AL SHARIF Jamal (SYR),PONNET Alexis (BEL),AL SHANAR Fallaj Khuzam (KSA),309,536,ENG,PAR,Home Win,3
1986,1986-06-18 16:00:00,Round of 16,Estadio Corregidora,Queretaro ,Denmark,1,5,Spain, ,38500,1,1,KEIZER Jan (NED),BENNACEUR Ali (TUN),DOTCHEV Bogdan (BUL),309,511,DEN,ESP,Away Win,6
1986,1986-06-21 12:00:00,Quarter-finals,Jalisco,Guadalajara ,Brazil,1,1,France,France win on penalties (3 - 4) ,65000,0,0,IGNA Ioan (ROU),NEMETH Lajos (HUN),CHRISTOV Vojtech (TCH),714,440,BRA,FRA,Draw,2
1986,1986-06-21 16:00:00,Quarter-finals,Estadio Universitario,Monterrey ,Germany,0,0,Mexico,Germany FR win on penalties (4 - 1) ,41700,0,0,DIAZ PALACIO Jesus (COL),BAMBRIDGE Christopher (AUS),SNODDY Alan (NIR),714,575,FRG,MEX,Draw,0
1986,1986-06-22 12:00:00,Quarter-finals,Estadio Azteca,Mexico City ,Argentina,2,1,England, ,114580,0,0,BENNACEUR Ali (TUN),ULLOA MORERA Berny (CRC),DOTCHEV Bogdan (BUL),714,392,ARG,ENG,Home Win,3
1986,1986-06-22 16:00:00,Quarter-finals,Cuauhtemoc,Puebla ,Spain,1,1,Belgium,Belgium win on penalties (4 - 5) ,45000,0,0,KIRSCHEN Siegfried (GER),CODESAL MENDEZ Edgardo (MEX),BRUMMEIER Horst (AUT),714,421,ESP,BEL,Draw,2
1986,1986-06-25 12:00:00,Semi-finals,Jalisco,Guadalajara ,France,0,2,Germany, ,45000,0,1,AGNOLIN Luigi (ITA),PETROVIC Zoran (SRB),NEMETH Lajos (HUN),3469,564,FRA,FRG,Away Win,2
1986,1986-06-25 16:00:00,Semi-finals,Estadio Azteca,Mexico City ,Argentina,2,0,Belgium, ,114500,0,0,MARQUEZ RAMIREZ Antonio (MEX),MENDEZ MOLINA Romulo (GUA),SILVA VALENTE Carlos Alberto (POR),3469,388,ARG,BEL,Home Win,2
1986,1986-06-28 12:00:00,Third Place,Cuauhtemoc,Puebla ,France,4,2,Belgium,France win after extra time ,21000,0,0,COURTNEY George (ENG),SILVA ARCE Hernan (CHI),AL SHARIF Jamal (SYR),3468,422,FRA,BEL,Home Win,6
1986,1986-06-29 12:00:00,Final,Estadio Azteca,Mexico City ,Argentina,3,2,Germany, ,114600,1,0,ARPPI FILHO Romualdo (BRA),FREDRIKSSON Erik (SWE),ULLOA MORERA Berny (CRC),3467,393,ARG,FRG,Home Win,5
1990,1990-06-08 18:00:00,Group Stage,Giuseppe Meazza,Milan ,Argentina,0,1,Cameroon, ,73780,0,0,VAUTROT Michel (FRA),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),322,26,ARG,CMR,Away Win,1
1990,1990-06-09 17:00:00,Group Stage,Stadio San Nicola,Bari ,Soviet Union,0,2,Romania, ,42907,0,1,CARDELLINO DE SAN VICENTE Juan (URU),SORIANO ALADREN Emilio (ESP),SILVA ARCE Hernan (CHI),322,342,URS,ROU,Away Win,2
1990,1990-06-09 17:00:00,Group Stage,Renato Dall Ara,Bologna ,"rn"">United Arab Emirates",0,2,Colombia, ,30791,0,0,COURTNEY George (ENG),TAKADA Shizuo (JPN),SNODDY Alan (NIR),322,119,UAE,COL,Away Win,2
1990,1990-06-09 21:00:00,Group Stage,Stadio Olimpico,Rome ,Italy,1,0,Austria, ,73303,0,0,RAMIZ WRIGHT Jose (BRA),PEREZ HOYOS Armando (COL),SILVA VALENTE Carlos Alberto (POR),322,42,ITA,AUT,Home Win,1
1990,1990-06-10 17:00:00,Group Stage,Comunale,Florence ,USA,1,5,Czechoslovakia, ,33266,0,2,ROETHLISBERGER Kurt (SUI),VAN LANGENHOVE Marcel (BEL),SCHMIDHUBER Aron (GER),322,355,USA,TCH,Away Win,6
1990,1990-06-10 21:00:00,Group Stage,Stadio delle Alpi,Turin ,Brazil,2,1,Sweden, ,62628,1,0,LANESE Tullio (ITA),VAUTROT Michel (FRA),JOUINI Neji (TUN),322,75,BRA,SWE,Home Win,3
1990,1990-06-10 21:00:00,Group Stage,Giuseppe Meazza,Milan ,Germany,4,1,Yugoslavia, ,74765,2,0,MIKKELSEN Peter (DEN),MANDI Jassim (BHR),LISTKIEWICZ Michal (POL),322,201,FRG,YUG,Home Win,5
1990,1990-06-11 17:00:00,Group Stage,Luigi Ferraris,Genoa ,Costa Rica,1,0,Scotland, ,30867,0,0,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),JACOME GUERRERO Elias V. (ECU),322,127,CRC,SCO,Home Win,1
1990,1990-06-11 21:00:00,Group Stage,Sant Elia,Cagliari ,England,1,1,"rn"">Republic of Ireland", ,35238,1,0,SCHMIDHUBER Aron (GER),FREDRIKSSON Erik (SWE),ROETHLISBERGER Kurt (SUI),322,161,ENG,IRL,Draw,2
1990,1990-06-12 17:00:00,Group Stage,Marc Antonio Bentegodi,Verona ,Belgium,2,0,Korea Republic, ,32790,0,0,MAURO Vincent (USA),SNODDY Alan (NIR),COURTNEY George (ENG),322,57,BEL,KOR,Home Win,2
1990,1990-06-12 21:00:00,Group Stage,Della Favorita,Palermo ,Netherlands,1,1,Egypt, ,33288,0,0,SORIANO ALADREN Emilio (ESP),CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),322,151,NED,EGY,Draw,2
1990,1990-06-13 17:00:00,Group Stage,Dacia Arena,Udine ,Uruguay,0,0,Spain, ,35713,0,0,KOHL Helmut (AUT),SPIRIN Alexey (RUS),KIRSCHEN Siegfried (GER),322,180,URU,ESP,Draw,0
1990,1990-06-13 21:00:00,Group Stage,San Paolo,Naples ,Argentina,2,0,Soviet Union, ,55759,1,0,FREDRIKSSON Erik (SWE),RAMIZ WRIGHT Jose (BRA),AL SHARIF Jamal (SYR),322,30,ARG,URS,Home Win,2
1990,1990-06-14 17:00:00,Group Stage,Stadio San Nicola,Bari ,Cameroon,2,1,Romania, ,38687,0,0,SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),322,108,CMR,ROU,Home Win,3
1990,1990-06-14 17:00:00,Group Stage,Renato Dall Ara,Bologna ,Yugoslavia,1,0,Colombia, ,32257,0,0,AGNOLIN Luigi (ITA),JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),322,120,YUG,COL,Home Win,1
1990,1990-06-14 21:00:00,Group Stage,Stadio Olimpico,Rome ,Italy,1,0,USA, ,73423,1,0,CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),ULLOA MORERA Berny (CRC),322,265,ITA,USA,Home Win,1
1990,1990-06-15 17:00:00,Group Stage,Comunale,Florence ,Austria,0,1,Czechoslovakia, ,38962,0,1,SMITH George (SCO),LORENC Richard (AUS),AL SHARIF Jamal (SYR),322,43,AUT,TCH,Away Win,1
1990,1990-06-15 21:00:00,Group Stage,Giuseppe Meazza,Milan ,Germany,5,1,"rn"">United Arab Emirates", ,71169,2,0,SPIRIN Alexey (RUS),TAKADA Shizuo (JPN),PAIRETTO Pierluigi (ITA),322,198,FRG,UAE,Home Win,6
1990,1990-06-16 17:00:00,Group Stage,Stadio delle Alpi,Turin ,Brazil,1,0,Costa Rica, ,58007,1,0,JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),MANDI Jassim (BHR),322,73,BRA,CRC,Home Win,1
1990,1990-06-16 21:00:00,Group Stage,Luigi Ferraris,Genoa ,Sweden,1,2,Scotland, ,31823,0,1,MACIEL Carlos (PAR),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),322,348,SWE,SCO,Away Win,3
1990,1990-06-16 21:00:00,Group Stage,Sant Elia,Cagliari ,England,0,0,Netherlands, ,35267,0,0,PETROVIC Zoran (SRB),HANSAL Mohamed (ALG),CODESAL MENDEZ Edgardo (MEX),322,160,ENG,NED,Draw,0
1990,1990-06-17 17:00:00,Group Stage,Della Favorita,Palermo ,"rn"">Republic of Ireland",0,0,Egypt, ,33288,0,0,VAN LANGENHOVE Marcel (BEL),QUINIOU Joel (FRA),LO BELLO Rosario (ITA),322,152,IRL,EGY,Draw,0
1990,1990-06-17 21:00:00,Group Stage,Dacia Arena,Udine ,Korea Republic,1,3,Spain, ,32733,1,1,JACOME GUERRERO Elias V. (ECU),MAGNI Pierluigi (ITA),LOUSTAU Juan (ARG),322,175,KOR,ESP,Away Win,4
1990,1990-06-17 21:00:00,Group Stage,Marc Antonio Bentegodi,Verona ,Belgium,3,1,Uruguay, ,33759,2,0,KIRSCHEN Siegfried (GER),MIKKELSEN Peter (DEN),SPIRIN Alexey (RUS),322,66,BEL,URU,Home Win,4
1990,1990-06-18 21:00:00,Group Stage,San Paolo,Naples ,Argentina,1,1,Romania, ,52733,0,0,SILVA VALENTE Carlos Alberto (POR),ULLOA MORERA Berny (CRC),LONGHI Carlo (ITA),322,29,ARG,ROU,Draw,2
1990,1990-06-18 21:00:00,Group Stage,Stadio San Nicola,Bari ,Cameroon,0,4,Soviet Union, ,37307,0,2,RAMIZ WRIGHT Jose (BRA),D ELIA Pietro (ITA),ROETHLISBERGER Kurt (SUI),322,111,CMR,URS,Away Win,4
1990,1990-06-19 17:00:00,Group Stage,Giuseppe Meazza,Milan ,Germany,1,1,Colombia, ,72510,0,0,SNODDY Alan (NIR),MANDI Jassim (BHR),LANESE Tullio (ITA),322,114,FRG,COL,Draw,2
1990,1990-06-19 17:00:00,Group Stage,Renato Dall Ara,Bologna ,Yugoslavia,4,1,"rn"">United Arab Emirates", ,27833,2,1,TAKADA Shizuo (JPN),MIKKELSEN Peter (DEN),VAUTROT Michel (FRA),322,364,YUG,UAE,Home Win,5
1990,1990-06-19 21:00:00,Group Stage,Stadio Olimpico,Rome ,Italy,2,0,Czechoslovakia, ,73303,1,0,QUINIOU Joel (FRA),VAN LANGENHOVE Marcel (BEL),SMITH George (SCO),322,263,ITA,TCH,Home Win,2
1990,1990-06-19 21:00:00,Group Stage,Comunale,Florence ,Austria,2,1,USA, ,34857,0,0,AL SHARIF Jamal (SYR),LORENC Richard (AUS),PETROVIC Zoran (SRB),322,48,AUT,USA,Home Win,3
1990,1990-06-20 21:00:00,Group Stage,Stadio delle Alpi,Turin ,Brazil,1,0,Scotland, ,62502,0,0,KOHL Helmut (AUT),LISTKIEWICZ Michal (POL),KIRSCHEN Siegfried (GER),322,74,BRA,SCO,Home Win,1
1990,1990-06-20 21:00:00,Group Stage,Luigi Ferraris,Genoa ,Sweden,1,2,Costa Rica, ,30223,1,0,PETROVIC Zoran (SRB),SNODDY Alan (NIR),COURTNEY George (ENG),322,128,SWE,CRC,Away Win,3
1990,1990-06-21 17:00:00,Group Stage,Friuli,Udine ,Korea Republic,0,1,Uruguay, ,29039,0,0,LANESE Tullio (ITA),DIRAMBA Jean Fidele (GAB),JOUINI Neji (TUN),322,290,KOR,URU,Away Win,1
1990,1990-06-21 17:00:00,Group Stage,Marc Antonio Bentegodi,Verona ,Belgium,1,2,Spain, ,35950,1,2,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),MAURO Vincent (USA),322,56,BEL,ESP,Away Win,3
1990,1990-06-21 21:00:00,Group Stage,Della Favorita,Palermo ,"rn"">Republic of Ireland",1,1,Netherlands, ,33288,0,1,VAUTROT Michel (FRA),LORENC Richard (AUS),HANSAL Mohamed (ALG),322,228,IRL,NED,Draw,2
1990,1990-06-21 21:00:00,Group Stage,Sant Elia,Cagliari ,England,1,0,Egypt, ,34959,0,0,ROETHLISBERGER Kurt (SUI),ULLOA MORERA Berny (CRC),CODESAL MENDEZ Edgardo (MEX),322,150,ENG,EGY,Home Win,1
1990,1990-06-23 17:00:00,Round of 16,San Paolo,Naples ,Cameroon,2,1,Colombia,Cameroon win after extra time ,50026,0,0,LANESE Tullio (ITA),AL SHARIF Jamal (SYR),ULLOA MORERA Berny (CRC),323,102,CMR,COL,Home Win,3
1990,1990-06-23 21:00:00,Round of 16,Stadio San Nicola,Bari ,Czechoslovakia,4,1,Costa Rica, ,47673,1,0,KIRSCHEN Siegfried (GER),PEREZ HOYOS Armando (COL),D ELIA Pietro (ITA),323,129,TCH,CRC,Home Win,5
1990,1990-06-24 17:00:00,Round of 16,Stadio delle Alpi,Turin ,Brazil,0,1,Argentina, ,61381,0,0,QUINIOU Joel (FRA),SPIRIN Alexey (RUS),PAIRETTO Pierluigi (ITA),323,25,BRA,ARG,Away Win,1
1990,1990-06-24 21:00:00,Round of 16,Giuseppe Meazza,Milan ,Germany,2,1,Netherlands, ,74559,0,0,LOUSTAU Juan (ARG),JACOME GUERRERO Elias V. (ECU),MAURO Vincent (USA),323,196,FRG,NED,Home Win,3
1990,1990-06-25 17:00:00,Round of 16,Luigi Ferraris,Genoa ,"rn"">Republic of Ireland",0,0,Romania,Republic of Ireland win on penalties (5 - 4) ,31818,0,0,RAMIZ WRIGHT Jose (BRA),MACIEL Carlos (PAR),MANDI Jassim (BHR),323,248,IRL,ROU,Draw,0
1990,1990-06-25 21:00:00,Round of 16,Stadio Olimpico,Rome ,Italy,2,0,Uruguay, ,73303,0,0,COURTNEY George (ENG),ROETHLISBERGER Kurt (SUI),PETROVIC Zoran (SRB),323,264,ITA,URU,Home Win,2
1990,1990-06-26 17:00:00,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1,2,Yugoslavia,Yugoslavia win after extra time ,35500,0,0,SCHMIDHUBER Aron (GER),SNODDY Alan (NIR),LISTKIEWICZ Michal (POL),323,181,ESP,YUG,Away Win,3
1990,1990-06-26 21:00:00,Round of 16,Renato Dall Ara,Bologna ,England,1,0,Belgium,England win after extra time ,34520,0,0,MIKKELSEN Peter (DEN),KOHL Helmut (AUT),TAKADA Shizuo (JPN),323,55,ENG,BEL,Home Win,1
1990,1990-06-30 17:00:00,Quarter-finals,Comunale,Florence ,Yugoslavia,0,0,Argentina, win on penalties (2 - 3) ,38971,0,0,ROETHLISBERGER Kurt (SUI),JOUINI Neji (TUN),HANSAL Mohamed (ALG),751,31,YUG,ARG,Draw,0
1990,1990-06-30 21:00:00,Quarter-finals,Stadio Olimpico,Rome ,Italy,1,0,"rn"">Republic of Ireland", ,73303,1,0,SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),ULLOA MORERA Berny (CRC),751,243,ITA,IRL,Home Win,1
1990,1990-07-01 17:00:00,Quarter-finals,Giuseppe Meazza,Milan ,Germany,1,0,Czechoslovakia, ,73347,1,0,KOHL Helmut (AUT),MIKKELSEN Peter (DEN),LISTKIEWICZ Michal (POL),751,197,FRG,TCH,Home Win,1
1990,1990-07-01 21:00:00,Quarter-finals,San Paolo,Naples ,England,3,2,Cameroon,England win after extra time ,55205,0,0,CODESAL MENDEZ Edgardo (MEX),MAURO Vincent (USA),MANDI Jassim (BHR),751,103,ENG,CMR,Home Win,5
1990,1990-07-03 20:00:00,Semi-finals,San Paolo,Naples ,Italy,1,1,Argentina, win on penalties (3 - 4) ,59978,0,0,VAUTROT Michel (FRA),LISTKIEWICZ Michal (POL),MIKKELSEN Peter (DEN),3464,28,ITA,ARG,Draw,2
1990,1990-07-04 20:00:00,Semi-finals,Stadio delle Alpi,Turin ,Germany,1,1,England, win on penalties (4 - 3) ,62628,0,0,RAMIZ WRIGHT Jose (BRA),QUINIOU Joel (FRA),PEREZ HOYOS Armando (COL),3464,159,FRG,ENG,Draw,2
1990,1990-07-07 20:00:00,Third Place,Stadio San Nicola,Bari ,Italy,2,1,England, ,51426,0,0,QUINIOU Joel (FRA),HANSAL Mohamed (ALG),ROETHLISBERGER Kurt (SUI),3463,162,ITA,ENG,Home Win,3
1990,1990-07-08 20:00:00,Final,Stadio Olimpico,Rome ,Germany,1,0,Argentina, ,73603,0,0,CODESAL MENDEZ Edgardo (MEX),PEREZ HOYOS Armando (COL),LISTKIEWICZ Michal (POL),3462,27,FRG,ARG,Home Win,1
